Location,Date,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,Temperature,Humidity,AQI_Class
Gurugram,2024-02-17,2024,2,17,7,413,196.72,414.57,32.86,0.91,10.78,78.61,22.7,48.0,Hazardous
Gurugram,2024-02-17,2024,2,17,8,469,223.49,372.53,25.5,0.7,27.18,18.73,28.8,51.5,Hazardous
Gurugram,2024-02-17,2024,2,17,9,344,164.23,361.22,24.39,1.13,27.76,20.29,24.2,58.5,Hazardous
Gurugram,2024-02-17,2024,2,17,10,352,167.97,366.83,51.5,0.4,10.75,49.5,30.6,62.9,Hazardous
Gurugram,2024-02-17,2024,2,17,11,271,129.1,249.66,35.16,0.31,6.45,35.37,30.2,69.1,Very_Unhealthy
Gurugram,2024-02-17,2024,2,17,12,207,98.91,189.13,21.03,0.37,10.72,42.28,28.1,69.3,Very_Unhealthy
Gurugram,2024-02-17,2024,2,17,13,317,151.07,238.74,36.4,0.8,8.18,30.96,29.0,69.1,Hazardous
Gurugram,2024-02-17,2024,2,17,14,283,134.8,210.6,27.64,0.87,7.54,22.94,26.7,82.1,Very_Unhealthy
Gurugram,2024-02-17,2024,2,17,15,287,136.87,236.88,21.45,1.08,25.66,72.92,29.1,73.6,Very_Unhealthy
Gurugram,2024-02-17,2024,2,17,16,311,148.11,273.66,53.04,0.52,37.74,27.04,26.6,64.5,Hazardous
Gurugram,2024-02-17,2024,2,17,17,339,161.81,351.52,47.52,0.92,39.36,17.88,24.5,63.4,Hazardous
Gurugram,2024-02-17,2024,2,17,18,376,179.25,316.63,55.59,0.44,21.61,62.32,22.5,66.9,Hazardous
Gurugram,2024-02-17,2024,2,17,19,474,225.73,384.9,23.12,0.89,9.84,19.86,22.0,58.8,Hazardous
Gurugram,2024-02-17,2024,2,17,20,391,186.52,288.71,40.36,0.47,33.69,79.84,19.9,46.1,Hazardous
Gurugram,2024-02-17,2024,2,17,21,448,213.63,339.24,53.57,0.34,33.77,15.26,17.2,50.7,Hazardous
Gurugram,2024-02-17,2024,2,17,22,395,188.48,413.96,46.18,0.34,34.44,12.46,14.7,39.5,Hazardous
Gurugram,2024-02-17,2024,2,17,23,341,162.62,245.89,28.7,0.7,34.38,35.43,10.6,44.6,Hazardous
Gurugram,2024-02-18,2024,2,18,0,284,135.58,226.71,39.48,0.79,30.98,24.38,14.7,35.5,Very_Unhealthy
Gurugram,2024-02-18,2024,2,18,1,278,132.58,233.59,56.98,0.76,11.87,25.96,12.6,36.5,Very_Unhealthy
Gurugram,2024-02-18,2024,2,18,2,313,149.18,316.71,25.9,0.67,12.94,50.64,15.1,31.0,Hazardous
Gurugram,2024-02-18,2024,2,18,3,301,143.63,292.49,57.65,0.51,32.56,13.62,15.0,33.6,Hazardous
Gurugram,2024-02-18,2024,2,18,4,296,141.05,301.23,42.91,0.51,18.96,54.3,16.3,44.9,Very_Unhealthy
Gurugram,2024-02-18,2024,2,18,5,336,160.21,250.59,55.41,1.09,7.35,31.37,23.2,39.4,Hazardous
Gurugram,2024-02-18,2024,2,18,6,336,160.41,294.4,25.57,0.77,13.07,16.03,23.8,37.2,Hazardous
Gurugram,2024-02-18,2024,2,18,7,400,190.64,336.75,25.53,0.92,18.95,29.82,23.4,48.0,Hazardous
Gurugram,2024-02-18,2024,2,18,8,400,190.66,314.51,35.32,0.81,23.91,60.11,30.6,59.0,Hazardous
Gurugram,2024-02-18,2024,2,18,9,410,195.26,414.27,59.09,0.71,8.56,13.93,28.8,61.9,Hazardous
Gurugram,2024-02-18,2024,2,18,10,363,173.31,304.03,33.81,0.86,10.3,65.61,32.3,61.5,Hazardous
Gurugram,2024-02-18,2024,2,18,11,344,164.06,319.44,51.42,0.4,26.33,69.81,29.5,67.7,Hazardous
Gurugram,2024-02-18,2024,2,18,12,284,135.38,288.46,49.17,1.11,14.52,61.05,30.6,72.3,Very_Unhealthy
Gurugram,2024-02-18,2024,2,18,13,262,125.02,234.17,29.91,1.06,27.63,35.91,31.9,73.6,Very_Unhealthy
Gurugram,2024-02-18,2024,2,18,14,330,157.4,305.0,44.46,0.49,39.09,14.71,31.7,69.6,Hazardous
Gurugram,2024-02-18,2024,2,18,15,278,132.58,206.46,38.98,0.49,33.13,17.8,26.6,72.2,Very_Unhealthy
Gurugram,2024-02-18,2024,2,18,16,304,145.07,288.83,25.92,0.55,21.6,34.57,28.0,70.3,Hazardous
Gurugram,2024-02-18,2024,2,18,17,382,182.1,308.23,39.29,1.15,31.16,29.26,24.2,63.0,Hazardous
Gurugram,2024-02-18,2024,2,18,18,496,236.62,377.49,27.43,1.13,12.74,58.79,22.3,70.4,Hazardous
Gurugram,2024-02-18,2024,2,18,19,431,205.3,341.48,44.31,1.09,15.67,34.3,21.2,61.1,Hazardous
Gurugram,2024-02-18,2024,2,18,20,432,206.1,315.66,39.08,0.43,31.26,63.53,15.8,56.2,Hazardous
Gurugram,2024-02-18,2024,2,18,21,414,197.26,367.98,38.18,0.91,27.14,67.38,15.4,53.3,Hazardous
Gurugram,2024-02-18,2024,2,18,22,393,187.25,286.9,21.65,0.87,22.05,52.31,19.3,40.2,Hazardous
Gurugram,2024-02-18,2024,2,18,23,318,151.68,236.38,45.24,0.51,30.02,47.63,12.5,42.8,Hazardous
Gurugram,2024-02-19,2024,2,19,0,255,121.56,221.4,55.37,0.69,26.42,13.45,14.2,38.1,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,1,296,140.96,284.5,40.52,1.05,31.07,50.93,12.9,26.5,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,2,280,133.56,267.13,20.81,0.54,15.02,73.21,13.0,32.5,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,3,296,141.23,289.86,37.65,0.6,23.1,20.62,14.0,34.5,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,4,269,128.13,236.53,55.59,0.91,21.04,15.89,18.0,36.7,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,5,267,127.55,213.22,46.95,1.15,15.88,27.96,23.3,42.3,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,6,334,159.33,281.59,47.75,0.58,13.67,61.39,22.4,43.4,Hazardous
Gurugram,2024-02-19,2024,2,19,7,359,171.4,340.49,33.85,0.76,39.57,56.75,25.4,47.4,Hazardous
Gurugram,2024-02-19,2024,2,19,8,416,198.24,393.07,24.06,1.17,9.14,14.82,25.2,56.4,Hazardous
Gurugram,2024-02-19,2024,2,19,9,436,207.92,357.47,55.39,0.59,15.24,79.59,25.7,52.6,Hazardous
Gurugram,2024-02-19,2024,2,19,10,331,158.07,342.91,38.83,0.56,13.49,52.76,29.5,65.8,Hazardous
Gurugram,2024-02-19,2024,2,19,11,310,148.04,297.45,43.63,0.49,32.02,56.47,29.1,68.4,Hazardous
Gurugram,2024-02-19,2024,2,19,12,247,117.77,220.0,30.25,0.58,23.77,64.57,28.7,74.4,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,13,278,132.79,252.65,25.42,0.65,30.53,29.74,31.7,72.2,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,14,298,142.31,285.27,27.0,0.64,15.76,60.27,29.0,77.8,Very_Unhealthy
Gurugram,2024-02-19,2024,2,19,15,316,150.75,251.86,42.12,1.15,9.59,11.27,24.6,83.2,Hazardous
Gurugram,2024-02-19,2024,2,19,16,308,146.88,263.03,54.7,0.67,15.59,58.82,26.0,77.5,Hazardous
Gurugram,2024-02-19,2024,2,19,17,325,154.95,258.63,50.51,1.06,8.35,64.62,21.8,75.1,Hazardous
Gurugram,2024-02-19,2024,2,19,18,423,201.68,352.28,53.53,1.14,20.49,68.32,22.0,62.3,Hazardous
Gurugram,2024-02-19,2024,2,19,19,463,220.61,369.68,40.83,0.37,17.77,66.89,20.9,59.0,Hazardous
Gurugram,2024-02-19,2024,2,19,20,485,230.99,430.04,43.62,0.59,18.56,27.1,17.4,50.3,Hazardous
Gurugram,2024-02-19,2024,2,19,21,497,236.73,360.38,44.65,0.61,14.25,34.23,18.4,49.2,Hazardous
Gurugram,2024-02-19,2024,2,19,22,389,185.61,385.86,35.21,0.65,14.05,56.22,14.0,43.6,Hazardous
Gurugram,2024-02-19,2024,2,19,23,399,190.05,299.81,30.21,0.68,16.81,30.34,14.7,40.6,Hazardous
Gurugram,2024-02-20,2024,2,20,0,265,126.42,262.59,25.34,0.45,28.69,76.57,13.6,36.4,Very_Unhealthy
Gurugram,2024-02-20,2024,2,20,1,336,160.4,326.37,59.14,0.71,17.46,30.81,12.2,32.5,Hazardous
Gurugram,2024-02-20,2024,2,20,2,240,114.57,221.61,28.15,1.17,32.25,59.57,15.8,36.6,Very_Unhealthy
Gurugram,2024-02-20,2024,2,20,3,289,137.91,240.62,23.41,0.75,22.64,42.85,20.5,42.8,Very_Unhealthy
Gurugram,2024-02-20,2024,2,20,4,323,154.04,252.59,41.72,0.76,5.48,47.24,19.0,42.6,Hazardous
Gurugram,2024-02-20,2024,2,20,5,300,142.99,248.61,32.04,1.02,28.69,64.62,15.5,42.4,Very_Unhealthy
Gurugram,2024-02-20,2024,2,20,6,413,196.95,330.97,56.12,0.54,7.68,24.02,20.5,46.4,Hazardous
Gurugram,2024-02-20,2024,2,20,7,440,209.61,441.12,21.28,0.6,38.43,42.03,25.6,55.2,Hazardous
Gurugram,2024-02-20,2024,2,20,8,359,171.43,312.7,30.93,0.84,17.11,56.59,25.0,56.1,Hazardous
Gurugram,2024-02-20,2024,2,20,9,410,195.55,387.29,47.36,1.08,31.72,11.45,27.2,57.8,Hazardous
Gurugram,2024-02-20,2024,2,20,10,323,154.12,331.11,23.39,0.85,15.37,28.82,28.8,67.4,Hazardous
Gurugram,2024-02-20,2024,2,20,11,339,161.76,281.16,50.23,0.51,16.65,47.68,30.7,75.7,Hazardous
Gurugram,2024-02-20,2024,2,20,12,324,154.61,247.95,20.72,1.13,38.05,16.31,33.0,76.3,Hazardous
Gurugram,2024-02-20,2024,2,20,13,260,123.85,208.84,26.32,1.06,38.95,70.81,29.6,78.4,Very_Unhealthy
Gurugram,2024-02-20,2024,2,20,14,273,130.09,254.13,57.94,0.73,8.23,12.94,31.4,75.1,Very_Unhealthy
Gurugram,2024-02-20,2024,2,20,15,277,132.0,280.79,42.44,0.9,7.32,46.92,23.5,81.8,Very_Unhealthy
Gurugram,2024-02-20,2024,2,20,16,348,166.08,274.25,32.14,1.03,37.92,33.51,24.6,67.6,Hazardous
Gurugram,2024-02-20,2024,2,20,17,316,150.77,322.3,30.79,1.11,23.57,79.79,25.3,64.1,Hazardous
Gurugram,2024-02-20,2024,2,20,18,402,191.61,389.48,55.48,0.95,13.88,50.35,19.6,67.6,Hazardous
Gurugram,2024-02-20,2024,2,20,19,399,190.33,333.26,50.37,0.97,27.08,13.95,18.4,56.3,Hazardous
Gurugram,2024-02-20,2024,2,20,20,452,215.31,385.53,39.71,0.31,37.79,71.51,19.0,53.9,Hazardous
Gurugram,2024-02-20,2024,2,20,21,447,212.89,322.33,45.66,0.71,25.59,32.98,15.5,57.2,Hazardous
Gurugram,2024-02-20,2024,2,20,22,451,215.12,332.12,41.38,0.93,37.11,57.5,15.1,45.6,Hazardous
Gurugram,2024-02-20,2024,2,20,23,387,184.64,312.72,38.59,0.78,31.64,53.6,15.4,37.7,Hazardous
Gurugram,2024-02-21,2024,2,21,0,324,154.45,322.13,33.31,0.56,35.14,26.27,13.6,42.5,Hazardous
Gurugram,2024-02-21,2024,2,21,1,263,125.3,255.78,20.22,1.03,30.73,32.67,13.0,36.4,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,2,282,134.38,291.32,24.94,0.69,6.13,71.94,12.7,29.5,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,3,295,140.75,240.07,23.92,0.37,12.51,19.82,16.2,25.3,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,4,314,149.66,302.6,46.66,0.35,29.18,32.1,20.9,32.6,Hazardous
Gurugram,2024-02-21,2024,2,21,5,263,125.49,264.38,55.47,1.12,32.84,47.7,19.6,35.7,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,6,351,167.26,304.59,31.0,0.35,30.74,67.3,17.9,49.6,Hazardous
Gurugram,2024-02-21,2024,2,21,7,412,196.57,401.63,24.72,0.33,27.9,30.0,21.3,55.3,Hazardous
Gurugram,2024-02-21,2024,2,21,8,414,197.4,402.63,20.16,1.05,22.64,78.8,25.3,46.8,Hazardous
Gurugram,2024-02-21,2024,2,21,9,433,206.21,340.01,36.31,1.16,17.61,32.64,28.0,63.3,Hazardous
Gurugram,2024-02-21,2024,2,21,10,380,181.21,379.33,20.84,0.81,9.31,62.01,27.8,64.4,Hazardous
Gurugram,2024-02-21,2024,2,21,11,339,161.44,279.87,38.95,0.78,35.95,34.55,26.4,67.0,Hazardous
Gurugram,2024-02-21,2024,2,21,12,296,141.15,299.56,28.78,0.9,32.64,44.9,30.8,71.5,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,13,344,163.98,278.43,48.99,0.57,34.32,68.94,30.9,79.0,Hazardous
Gurugram,2024-02-21,2024,2,21,14,252,120.04,251.28,39.98,0.86,9.06,24.84,27.9,62.3,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,15,284,135.57,294.18,58.56,0.54,6.68,59.78,22.7,72.9,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,16,291,138.85,284.97,27.39,0.58,6.65,29.96,26.9,69.9,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,17,285,135.89,261.58,34.28,0.6,38.1,17.04,21.9,70.7,Very_Unhealthy
Gurugram,2024-02-21,2024,2,21,18,422,201.01,334.86,30.63,1.03,8.24,30.24,22.6,65.9,Hazardous
Gurugram,2024-02-21,2024,2,21,19,406,193.8,378.12,35.32,0.91,36.47,67.07,19.4,52.2,Hazardous
Gurugram,2024-02-21,2024,2,21,20,479,228.22,368.83,43.5,1.12,14.9,42.35,17.9,63.3,Hazardous
Gurugram,2024-02-21,2024,2,21,21,456,217.49,387.79,21.37,0.74,6.97,74.98,14.7,49.7,Hazardous
Gurugram,2024-02-21,2024,2,21,22,418,199.28,365.66,34.04,0.47,20.1,61.8,14.7,49.3,Hazardous
Gurugram,2024-02-21,2024,2,21,23,363,172.95,261.18,47.76,1.1,21.5,71.59,11.5,42.9,Hazardous
Gurugram,2024-02-22,2024,2,22,0,319,152.04,308.39,46.14,0.51,5.99,34.0,12.9,39.9,Hazardous
Gurugram,2024-02-22,2024,2,22,1,284,135.53,229.17,34.16,0.44,27.98,46.34,13.2,31.6,Very_Unhealthy
Gurugram,2024-02-22,2024,2,22,2,334,159.48,291.25,49.24,0.96,38.78,69.44,15.4,27.7,Hazardous
Gurugram,2024-02-22,2024,2,22,3,285,135.98,234.65,52.49,0.48,25.87,68.31,15.2,32.5,Very_Unhealthy
Gurugram,2024-02-22,2024,2,22,4,262,125.22,203.36,26.24,0.42,32.49,19.32,20.9,37.8,Very_Unhealthy
Gurugram,2024-02-22,2024,2,22,5,304,145.2,249.63,58.09,0.74,27.53,51.01,18.8,39.0,Hazardous
Gurugram,2024-02-22,2024,2,22,6,370,176.51,335.03,28.14,1.13,15.59,77.29,26.2,41.8,Hazardous
Gurugram,2024-02-22,2024,2,22,7,432,206.15,415.23,52.72,0.54,12.22,79.23,26.0,43.5,Hazardous
Gurugram,2024-02-22,2024,2,22,8,494,235.29,446.11,55.51,0.98,7.8,68.09,26.9,63.5,Hazardous
Gurugram,2024-02-22,2024,2,22,9,449,213.96,386.28,48.12,1.03,20.18,41.08,30.6,63.5,Hazardous
Gurugram,2024-02-22,2024,2,22,10,334,159.43,254.53,36.95,1.09,9.3,64.4,25.9,68.6,Hazardous
Gurugram,2024-02-22,2024,2,22,11,365,173.86,315.26,54.36,0.63,22.8,55.08,31.2,75.2,Hazardous
Gurugram,2024-02-22,2024,2,22,12,267,127.49,207.51,44.41,0.82,25.04,59.7,28.8,67.5,Very_Unhealthy
Gurugram,2024-02-22,2024,2,22,13,251,119.87,229.96,51.65,1.01,13.81,45.92,30.9,70.5,Very_Unhealthy
Gurugram,2024-02-22,2024,2,22,14,281,134.25,225.01,43.48,1.16,14.41,40.6,26.7,76.8,Very_Unhealthy
Gurugram,2024-02-22,2024,2,22,15,321,153.32,321.13,46.08,1.15,34.68,48.77,32.5,67.4,Hazardous
Gurugram,2024-02-22,2024,2,22,16,344,164.24,326.67,48.34,0.76,17.71,46.88,26.2,72.1,Hazardous
Gurugram,2024-02-22,2024,2,22,17,363,173.23,377.8,54.64,1.11,33.56,46.36,23.5,68.6,Hazardous
Gurugram,2024-02-22,2024,2,22,18,322,153.56,267.05,47.82,0.73,12.52,17.26,21.9,66.7,Hazardous
Gurugram,2024-02-22,2024,2,22,19,479,228.48,376.85,50.55,1.19,15.15,53.9,19.3,59.6,Hazardous
Gurugram,2024-02-22,2024,2,22,20,434,206.96,338.5,31.59,0.36,32.84,37.97,16.2,59.3,Hazardous
Gurugram,2024-02-22,2024,2,22,21,472,225.18,426.77,36.3,0.49,7.44,44.1,17.0,51.7,Hazardous
Gurugram,2024-02-22,2024,2,22,22,438,208.76,430.86,37.94,0.56,31.34,73.36,16.7,40.8,Hazardous
Gurugram,2024-02-22,2024,2,22,23,308,146.85,225.78,28.51,1.02,38.04,60.99,13.3,33.5,Hazardous
Gurugram,2024-02-23,2024,2,23,0,327,155.8,314.61,57.92,0.95,37.19,20.7,16.0,39.8,Hazardous
Gurugram,2024-02-23,2024,2,23,1,300,143.06,244.83,27.96,0.48,27.73,13.19,14.0,36.1,Very_Unhealthy
Gurugram,2024-02-23,2024,2,23,2,299,142.53,234.5,57.14,0.56,23.39,29.6,18.6,27.7,Very_Unhealthy
Gurugram,2024-02-23,2024,2,23,3,214,101.97,200.65,29.98,0.38,28.47,36.35,16.2,32.2,Very_Unhealthy
Gurugram,2024-02-23,2024,2,23,4,302,144.07,228.1,55.34,0.37,9.4,78.49,20.1,45.3,Hazardous
Gurugram,2024-02-23,2024,2,23,5,332,158.24,252.66,48.83,0.32,25.64,36.41,17.7,42.6,Hazardous
Gurugram,2024-02-23,2024,2,23,6,334,159.06,329.87,50.48,1.0,12.93,30.35,20.1,48.8,Hazardous
Gurugram,2024-02-23,2024,2,23,7,439,209.44,450.89,26.48,0.48,25.6,40.89,27.1,45.5,Hazardous
Gurugram,2024-02-23,2024,2,23,8,479,228.32,391.98,53.04,0.5,10.73,63.15,24.0,49.7,Hazardous
Gurugram,2024-02-23,2024,2,23,9,430,205.02,372.4,27.62,1.14,30.68,57.77,26.9,58.8,Hazardous
Gurugram,2024-02-23,2024,2,23,10,336,160.34,351.14,55.08,1.2,14.03,75.32,27.4,59.4,Hazardous
Gurugram,2024-02-23,2024,2,23,11,344,163.83,306.9,24.88,1.18,26.08,15.05,35.0,69.2,Hazardous
Gurugram,2024-02-23,2024,2,23,12,289,137.74,302.4,56.49,0.62,14.36,77.06,32.2,70.5,Very_Unhealthy
Gurugram,2024-02-23,2024,2,23,13,304,145.01,247.12,31.7,1.07,10.52,28.63,29.9,72.5,Hazardous
Gurugram,2024-02-23,2024,2,23,14,334,159.12,256.8,28.53,0.43,24.55,40.76,28.6,73.8,Hazardous
Gurugram,2024-02-23,2024,2,23,15,243,116.02,250.46,33.3,1.15,25.35,59.07,25.7,73.8,Very_Unhealthy
Gurugram,2024-02-23,2024,2,23,16,330,157.27,337.29,20.42,0.35,22.99,47.31,24.8,75.5,Hazardous
Gurugram,2024-02-23,2024,2,23,17,388,185.09,362.48,29.53,0.49,27.33,64.68,20.1,67.3,Hazardous
Gurugram,2024-02-23,2024,2,23,18,418,199.39,329.69,32.58,0.7,16.29,29.14,20.5,64.6,Hazardous
Gurugram,2024-02-23,2024,2,23,19,500,238.95,428.71,43.35,0.69,33.08,58.48,18.8,61.0,Hazardous
Gurugram,2024-02-23,2024,2,23,20,426,202.92,405.11,52.05,0.6,10.5,11.41,22.0,58.4,Hazardous
Gurugram,2024-02-23,2024,2,23,21,410,195.65,391.23,43.78,0.7,21.81,20.82,18.8,46.9,Hazardous
Gurugram,2024-02-23,2024,2,23,22,379,180.75,355.4,57.06,0.35,17.11,31.0,15.6,41.2,Hazardous
Gurugram,2024-02-23,2024,2,23,23,384,182.98,354.51,59.67,0.98,5.69,32.95,11.9,37.5,Hazardous
Gurugram,2024-02-24,2024,2,24,0,273,130.16,215.73,29.45,0.76,34.87,76.57,13.3,37.9,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,1,273,130.26,282.3,21.17,0.69,12.54,23.54,12.3,37.1,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,2,282,134.52,237.56,59.07,1.05,26.26,26.84,18.4,38.7,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,3,284,135.42,284.19,26.53,0.62,15.46,46.33,15.9,24.2,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,4,289,137.71,295.84,54.5,0.88,17.33,46.49,24.0,37.2,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,5,250,119.24,201.85,21.62,1.18,11.94,44.36,21.6,35.0,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,6,276,131.83,205.86,46.38,1.0,13.23,16.47,21.3,49.6,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,7,407,194.24,402.38,47.08,0.82,23.16,18.75,23.3,44.7,Hazardous
Gurugram,2024-02-24,2024,2,24,8,466,222.01,438.56,50.42,0.35,23.4,43.55,25.5,62.1,Hazardous
Gurugram,2024-02-24,2024,2,24,9,395,188.1,363.52,57.48,1.14,33.77,35.52,27.2,65.4,Hazardous
Gurugram,2024-02-24,2024,2,24,10,377,179.93,379.9,43.59,0.49,16.38,29.87,28.8,64.9,Hazardous
Gurugram,2024-02-24,2024,2,24,11,372,177.36,276.91,28.32,1.1,33.74,42.1,29.8,74.4,Hazardous
Gurugram,2024-02-24,2024,2,24,12,271,129.38,230.7,41.63,1.16,15.8,79.63,27.9,74.7,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,13,207,99.04,164.77,23.28,1.0,35.1,47.38,28.0,72.8,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,14,259,123.56,255.99,43.15,0.48,15.11,40.91,26.8,66.5,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,15,268,127.93,265.37,37.73,0.48,7.01,62.82,30.7,68.6,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,16,314,149.53,245.03,42.06,1.18,9.83,64.07,24.7,67.7,Hazardous
Gurugram,2024-02-24,2024,2,24,17,351,167.44,354.5,55.46,0.46,6.71,17.27,25.7,65.5,Hazardous
Gurugram,2024-02-24,2024,2,24,18,269,128.48,228.06,36.23,1.02,33.27,37.19,21.5,73.0,Very_Unhealthy
Gurugram,2024-02-24,2024,2,24,19,420,200.27,438.38,51.71,0.94,22.07,41.64,19.8,61.1,Hazardous
Gurugram,2024-02-24,2024,2,24,20,500,254.34,421.69,27.44,0.62,7.38,28.59,21.4,54.2,Hazardous
Gurugram,2024-02-24,2024,2,24,21,459,218.62,456.09,21.27,0.76,30.11,34.93,15.8,51.0,Hazardous
Gurugram,2024-02-24,2024,2,24,22,362,172.5,366.02,40.84,1.04,35.46,37.72,14.6,45.8,Hazardous
Gurugram,2024-02-24,2024,2,24,23,392,186.85,308.85,44.04,0.62,33.35,30.04,12.9,32.0,Hazardous
Gurugram,2024-02-25,2024,2,25,0,227,108.1,186.02,34.4,1.15,6.4,38.99,15.8,37.5,Very_Unhealthy
Gurugram,2024-02-25,2024,2,25,1,252,120.39,252.04,45.48,0.7,20.28,78.99,14.6,36.6,Very_Unhealthy
Gurugram,2024-02-25,2024,2,25,2,315,150.21,264.23,47.32,0.43,5.74,63.26,15.3,26.2,Hazardous
Gurugram,2024-02-25,2024,2,25,3,267,127.6,214.5,35.4,1.15,25.8,55.1,16.3,31.9,Very_Unhealthy
Gurugram,2024-02-25,2024,2,25,4,306,146.02,261.18,31.24,0.48,30.37,40.1,16.6,33.4,Hazardous
Gurugram,2024-02-25,2024,2,25,5,296,141.36,240.31,37.21,0.3,22.92,50.2,20.9,39.7,Very_Unhealthy
Gurugram,2024-02-25,2024,2,25,6,367,174.98,364.12,52.53,0.76,8.46,48.82,22.0,39.9,Hazardous
Gurugram,2024-02-25,2024,2,25,7,436,207.64,336.96,31.69,0.84,30.0,77.3,27.7,48.9,Hazardous
Gurugram,2024-02-25,2024,2,25,8,405,192.96,320.64,59.8,0.87,13.05,34.65,27.9,58.8,Hazardous
Gurugram,2024-02-25,2024,2,25,9,371,176.7,315.33,37.08,1.01,21.87,45.03,26.3,58.2,Hazardous
Gurugram,2024-02-25,2024,2,25,10,335,159.74,280.97,21.86,0.65,38.36,18.83,28.1,67.1,Hazardous
Gurugram,2024-02-25,2024,2,25,11,337,160.83,347.73,44.38,0.79,28.37,13.55,30.1,71.1,Hazardous
Gurugram,2024-02-25,2024,2,25,12,295,140.76,260.47,26.63,0.32,38.68,35.66,24.5,77.1,Very_Unhealthy
Gurugram,2024-02-25,2024,2,25,13,314,149.96,225.86,48.29,0.87,18.14,17.77,31.6,71.9,Hazardous
Gurugram,2024-02-25,2024,2,25,14,262,125.03,242.16,44.7,0.3,23.06,23.74,27.7,76.6,Very_Unhealthy
Gurugram,2024-02-25,2024,2,25,15,286,136.31,231.75,47.38,0.97,20.41,25.38,29.7,68.8,Very_Unhealthy
Gurugram,2024-02-25,2024,2,25,16,326,155.45,309.83,33.3,0.83,26.28,71.13,26.6,73.5,Hazardous
Gurugram,2024-02-25,2024,2,25,17,316,150.88,249.09,24.19,0.71,35.83,56.76,25.3,71.0,Hazardous
Gurugram,2024-02-25,2024,2,25,18,435,207.25,414.49,58.63,1.05,13.44,25.68,21.4,62.2,Hazardous
Gurugram,2024-02-25,2024,2,25,19,500,249.34,521.05,57.04,0.65,32.42,30.24,17.8,58.7,Hazardous
Gurugram,2024-02-25,2024,2,25,20,496,236.2,489.2,52.5,0.43,21.1,58.51,19.4,65.5,Hazardous
Gurugram,2024-02-25,2024,2,25,21,500,253.75,392.75,35.27,1.15,25.9,39.92,18.3,48.7,Hazardous
Gurugram,2024-02-25,2024,2,25,22,387,184.62,352.86,25.8,1.0,32.93,43.34,15.8,36.7,Hazardous
Gurugram,2024-02-25,2024,2,25,23,323,154.09,267.05,22.14,0.47,24.48,71.15,13.0,38.7,Hazardous
Gurugram,2024-02-26,2024,2,26,0,324,154.46,245.64,54.89,0.41,9.51,39.88,14.2,34.7,Hazardous
Gurugram,2024-02-26,2024,2,26,1,299,142.63,215.53,40.99,0.94,22.56,44.15,14.3,31.4,Very_Unhealthy
Gurugram,2024-02-26,2024,2,26,2,334,159.41,247.06,34.74,0.66,6.46,17.97,13.1,31.2,Hazardous
Gurugram,2024-02-26,2024,2,26,3,283,134.84,293.02,37.17,0.78,5.04,67.3,18.3,34.5,Very_Unhealthy
Gurugram,2024-02-26,2024,2,26,4,279,133.3,238.89,21.89,1.11,9.37,37.13,15.5,40.7,Very_Unhealthy
Gurugram,2024-02-26,2024,2,26,5,307,146.59,320.95,43.79,0.78,16.99,62.92,23.2,56.6,Hazardous
Gurugram,2024-02-26,2024,2,26,6,318,151.57,230.69,25.18,0.87,27.48,76.39,23.1,45.6,Hazardous
Gurugram,2024-02-26,2024,2,26,7,478,227.92,495.15,28.24,1.11,28.71,66.72,23.0,45.4,Hazardous
Gurugram,2024-02-26,2024,2,26,8,433,206.32,323.61,45.8,0.57,39.15,63.2,26.2,57.8,Hazardous
Gurugram,2024-02-26,2024,2,26,9,321,153.08,273.37,23.66,0.56,33.57,60.0,23.3,60.9,Hazardous
Gurugram,2024-02-26,2024,2,26,10,360,171.47,314.96,25.25,0.38,37.29,74.77,27.7,63.8,Hazardous
